Progress,ResponseId,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7_1,Q8_1,Q9_1,Q10,Q11,Q12,Q14,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28,Q29,Q30,Q33,Q31,Q32_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q37_1,Q37_2,Q37_3,Q37_4,Q38_1,Q38_2,Q38_3,Q38_4,Q39_1,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q48,Q49_1,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57,Q58_1,Q59,Q60_1,Q61,Q62_1,Q63,Q64_1,Q65,Q66_1,Q67,Q68_1,Q69,Q70_1,Q71,Q72_1,Q73_1,Q74_1,Q74_2,Q74_3,Q75,Q76_1,Q77_1,Q78,Q79,Q80,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q80_8,Q80_9,Q81_1,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q84_1,Q85_1,Q86_1,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q88,Q89,Q90,Q91,Q92,Q93_1,Q93_2,Q93_3,Q93_4,Q93_5,Q93_6,Q93_7,Q93_8,Q93_9,Q94_1,Q94_2,Q94_3,Q94_4,Q94_5,Q94_6,Q94_7,Q95,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98,Q99,Q100,Q101_1,Q102_1,Q103_1,Q104_1,Q105_1,Q105_2,Q105_3,Q105_4,Q106,Q107_1,Q108_1,Q108_2,Q108_3,Q108_4,Q109_1,Q109_2,Q109_3,Q109_4,Q109_5,Q109_6,Q109_7,Q109_8,Q109_9,Q109_10,Q109_11,Q109_12,Q109_13,Q109_14,Q110_1,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q112,Q113,Q113_1,Q113_2,Q113_3,Q113_4,Q114_1,Q115,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q116_1,Q117_1,Q117_2,Q117_3,Q117_4,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125_1,Q126,Q127_1,Q128,Q129,Q130_1,Q131_1,Q132_1,Q132_2,Q133_1,Q133_2,Q133_3,Q133_4,Q133_5,Q133_6,Q133_7,Q134_1,Q134_2,Q134_3,Q134_4,Q134_5,Q135_1,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q137,Q138_1,Q138_2,Q138_3,Q138_4,Q138_5,Q138_6,Q138_7,Q139,Q139_1,Q139_2,Q139_3,Q140,Q141_1,Q142,Q143,Q144,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q146_1,Q147_1
100,R_2y9tCPx5Bqc8Xdg,1488,2,44,2,Hispanic,1,2,0,0,2,,3,4,,2,5,1,1,4,1,40,18,12,3,5,2,,1,1,1,4,4,2,2,1,1,5,2,2,3,2,,3,3,7,5,5,6,8,9,,,,,,,,,5,5,5,5,5,5,5,4,3,2,4,4,3,2,2,1,1,1,1,1,2,1,300,1,Swimming,Gymnastics,,,,,,,,,,2,5,5,4,5,5,4,1,5,5,4,2,4,4,5,5,2,2,5,3,3,4,4,1,100,0,,,,,,,0,,,,,2,,1,6,1,10,1,11,1,18,1,14,1,,1,,2000,100,1000,1000,3,90,2,2,4,3,0,0,1,0,0,0,0,0,0,10,100,0,0,0,,,,,4,5,6,1,2,7,3,,2,5,4,1,4,5,1,4,4,4,4,1,4,,2,2,1,4,2,1,5,3,3,4,4,5,5,3,4,2,5,2,1,1,,2,5,5,6,40,,3.5,5,5,4,1,1,2,5,3,3,1,1,4,5,4,1,1,5,5,5,5,4,5,5,4,2,1,1,5,4,5,1,3,0,0,1,0,10,5,0,0,0,0,1,90,30,,60,,2,2,13,1,1,2,2,90,2,1,1,2,120,9,5,5,5,1,4,4,5,3,5,5,2,2,4,4,90,South America,10,,,,,1,3,3,4,2,2,4,2,3,0,0,1,2,0,,2,4,5,5,1,5,4,5,5,10,1
100,R_294YscAd4i2bk1p,1202,1,37,2,White ,1,2,0,1,2,,5,3,4,3,2,4,2,4,1,0,6,12,4,4,2,,1,1,2,4,1,1,3,3,2,4,2,2,3,2,,5,,9,9,10,14,14,14,,,,,,,,,5,5,5,5,,5,5,5,2,2,1,1,1,1,5,5,5,5,2,4,4,5,200,1,Swimming,,,,,,,,,,,1,3,5,1,5,5,2,3,5,2,3,2,5,4,3,2,3,4,2,2,3,5,2,1,100,0,,,,,,,0,,,,,2,,1,24,1,9,1,9,1,36,1,24,1,28,1,36,500,100,450,450,1,120,10,1,5,,,,,,,,,,,7,100,0,0,0,2,,,,,,,,,,,,,5,2,1,4,5,2,5,,5,5,2,2,,5,4,1,5,2,1,,4,4,5,2,5,2,2,5,1,2,2,2,4,,2,5,1,0,0,70,24,5,2,4,2,1,1,4,,2,1,1,,3,1,4,4,5,2,2,4,2,2,2,5,60,1,2,4,1,2,1,2,0,1,0,0,24,4,0,0,0,1,0,120,,,120,,2,1,7,1,2,3,2,60,2,10,1,1,8,24,5,5,5,1,3,3,,5,5,5,4,2,1,4,90,Latin America ,10,,,,,1,2,4,,,,5,2,,,,,3,3,2,2,4,1,2,4,5,4,4,4,10,1
100,R_1eKJDAXN1ewN6jO,973,1,35,2,South Asian ,1,2,0,1,2,,6,6,,2,5,4,2,4,1,40,20,11,1,5,2,,1,1,1,3,3,2,4,2,2,4,2,2,4,2,,3,7,7,10,10,12,11,12,,,,,,,,,5,5,5,5,5,5,5,5,2,2,2,1,2,1,5,5,5,5,2,4,4,4,120,2,,,,,,1,Soccer,Martial Arts,Swimming ,,,1,1,1,1,5,4,1,3,3,4,3,3,3,2,2,2,2,1,2,2,5,4,2,2,80,1,Bengali,20,,,,,50,,0,50,0,1,,1,18,1,,1,,1,26,1,28,1,28,1,30,200,100,200,5,2,180,10,2,5,"3,9",0,0,1,0,0,0,0,0,1,7,100,0,0,0,1,1,30,10,1,2,3,4,5,7,6,,3,,1,1,4,5,3,3,4,4,4,1,1,,5,4,1,4,2,1,,4,3,4,2,4,4,2,4,3,2,3,3,3,,,5,3,1,10,20,24,5,5,5,5,1,24,5,5,5,5,1,,4,5,1,1,5,4,3,5,5,4,4,5,2,3,4,1,1,3,1,4,0,0,0,1,18,,,,,,,30,,,,30,2,1,25,1,1,1,1,120,4,3,2,,1,20,5,5,5,1,3,5,5,3,5,4,4,1,2,3,90,Indian,10,,,,,2,4,,,,,,,3,0,0,1,1,0,,3,2,2,2,1,5,5,2,1,11,1
100,R_a4SHRm9f6vrLa81,1542,2,48,2,Middle Eastern,1,1,0,0,2,,6,4,1,4,5,3,1,3,1,20,3,3,4,4,2,,1,1,1,2,1,2,2,1,2,1,1,2,3,2,,3,5,9,12,12,16,12,16,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,3,1,1,4,4,4,5,4,4,4,5,840,1,Swim,Gymnastics,,,,,,,,,,1,1,4,1,4,3,1,2,2,2,2,2,2,4,3,2,2,2,5,4,4,5,2,2,20,1,Farsi,80,,,,,80,,1,0,1,2,,1,12,1,12,1,12,1,12,1,12,1,16,1,18,100,40,50,100,4,120,5,1,5,"4,7",0,0,0,1,0,0,1,0,0,21,50,50,0,0,,,,,1,8,1,1,1,1,1,,1,5,2,2,4,5,1,5,1,5,5,1,1,,5,1,2,2,2,1,,4,2,4,2,4,4,1,4,1,5,1,3,1,,4,4,5,5,20,,6,5,2,5,1,1,3,3,4,3,2,1,5,4,4,1,2,5,5,4,5,2,3,5,2,10,5,1,5,1,5,1,"1,2",1,1,0,0,36,3,0,0,1,0,0,30,0,0,30,5,2,3,8,1,1,2,2,30,4,1,1,1,15,36,5,4,5,4,3,3,5,,3,4,4,2,3,3,90,Iran,5,Other,5,,,2,1,4,2,1,1,4,2,3,0,0,1,1,0,,2,5,2,1,5,5,4,2,4,10,2
100,R_3hACAaBwe4sPej7,460,2,36,2,Asian,1,2,0,0,2,,6,5,,3,3,5,1,5,1,40,1,14,4,4,2,,1,1,1,2,1,2,2,1,1,5,2,1,2,2,,5,6,6,7,8,9,9,11,,,,,,,,,5,5,5,5,5,5,5,5,4,2,1,,2,,4,4,4,4,4,4,4,4,90,2,,,,,,2,,,,,,1,1,,,,,,3,2,2,3,2,2,2,4,3,3,4,3,3,3,2,3,1,100,0,,,,,,,0,,,,,1,5,1,9,1,12,2,,2,,2,,2,,2,,100,100,20,20,1,60,20,3,4,"1,3,7",1,0,1,0,0,0,1,0,0,10,100,0,0,0,,,,,,,,,,,,,,1,2,3,4,1,2,1,2,3,4,2,2,,2,2,1,3,1,1,,2,2,4,2,4,2,1,3,3,2,2,2,2,,1,5,1,0,0,,12,5,4,3,2,1,6,5,3,3,1,1,2,3,4,,4,5,4,4,4,4,1,1,4,30,2,3,3,,,1,4,0,0,0,1,13,4,0,0,0,1,0,30,30,0,30,30,2,1,16,1,3,2,2,60,3,1.5,1,3,90,12,4,5,4,2,3,4,3,3,4,4,4,4,2,3,90,spanish,10,,,,,1,2,2,1,1,1,3,2,"1,2",1,1,0,2,0,,2,4,2,2,4,4,3,2,1,10,0
100,R_0GNWk9khFYMjKW5,170,2,42,2,South asian,1,2,1,0,2,,6,5,7,3,5,2,2,4,2,,,,,,2,,1,3,2,3,5,2,3,1,1,2,1,2,4,2,,4,0,0,0,0,0,0,0,3,4,7,9,10,11,12,13,4,,,,,,2,,,,,,,,,,,,,,,,30,1,Mother goose,Early childhood development program,,,,,,,,,,3,3,,,,,,2,4,4,1,,,2,,,2,,3,2,,,,2,80,1,Kutchi,20,,,,,20,10,0,10,0,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,200,30,2,4,"1,5,9",1,0,0,0,1,0,0,0,1,20,100,0,0,0,1,1,3,1,5,1,3,2,6,7,4,,3,,2,2,4,4,3,5,3,4,5,1,3,,4,5,2,4,3,1,,4,3,5,3,5,5,1,4,1,4,2,1,2,,3,4,4,6,0,30,24,5,5,5,5,1,10,5,4,5,5,1,4,4,5,2,2,5,4,4,4,3,4,3,5,10,3,2,5,2,3,1,"1,2,3",1,1,1,0,12,4,0,0,0,1,0,60,0,0,40,20,1,1,16,1,2,2,2,500,3,4,2,,1,36,4,5,5,2,5,5,,3,4,4,3,2,3,3,90,Caribbean ,10,India,10,,,1,3,3,3,2,1,5,4,"1,2,3",1,1,1,2,0,,2,5,2,1,5,5,,1,1,12,1
100,R_3oS1DJHHlUz1mYV,815,2,36,2,Chinese Vietnamese,1,3,1,0,2,,5,3,3,2,3,4,2,4,2,,,,,,2,,1,3,3,4,3,3,2,3,3,2,1,2,2,2,,3,4,6,8,8,10,8,13,3,4,10,11,11,13,11,13,5,5,5,5,5,5,5,5,2,2,3,1,3,1,4,4,4,4,4,4,4,4,120,1,swimming,,,,,,,,,,,1,1,4,1,4,2,1,2,4,2,2,2,4,2,2,2,2,2,2,3,3,4,3,2,85,1,cantonese,11,mandarin,2,Vietnamese,2,15,5,0,10,0,2,,1,6,1,6,1,6,1,8,1,9,1,16,1,21,500,90,400,500,2,540,60,2,3,"1,3,4,6,8,9",1,0,1,1,0,1,0,1,1,14,100,0,0,0,1,1,2,1,1,2,4,5,3,7,6,8,2,4,2,2,3,,,,,,,,,,5,4,3,5,3,1,,2,2,4,2,5,4,2,5,2,5,2,2,1,,4,4,5,3,2,50,24,4,3,4,2,1,9,4,3,3,2,1,4,4,3,1,2,5,5,4,4,4,3,4,4,5,4,2,4,3,4,1,"1,2,3",1,1,1,0,6,1,1,0,0,0,0,120,0,0,105,15,2,1,7,3,2,2,2,120,2,12,1,2,30,3,4,4,4,1,3,4,4,3,4,4,4,3,3,3,90,China,5,Korea,5,,,2,3,3,3,1,3,3,3,"1,2,3",1,1,1,2,2,2,2,4,2,1,4,5,4,1,1,11,1
100,R_23agJ3UqAUOxYZP,460,2,36,2,,,2,0,0,2,,6,5,,3,2,4,1,5,1,40,1,14,4,4,2,,1,1,1,2,2,3,2,1,1,4,2,2,2,2,,5,5,6,7,8,9,10,11,,,,,,,,,5,5,5,5,5,5,5,5,3,1,1,,1,,4,4,4,4,3,2,2,4,120,2,,,,,,2,,,,,,2,4,,,,,,3,3,3,3,3,2,2,4,4,3,4,4,4,4,2,2,1,100,0,,,,,,,0,,,,,1,4,1,9,1,12,2,,2,,2,,2,,2,,200,100,20,20,2,60,20,3,3,"1,2,6,7",1,1,0,0,0,1,1,0,0,7,100,0,0,0,,,,,,,,,,,,,,2,2,3,4,2,2,1,2,1,3,1,2,,3,3,2,3,3,1,,2,1,3,1,3,3,1,3,2,2,3,2,2,,1,5,1,2,40,,3,4,3,2,2,1,3,4,3,2,1,1,2,2,2,3,4,5,4,3,2,4,2,1,4,15,2,2,1,1,2,1,4,0,0,0,1,13,4,0,0,0,1,0,60,0,0,30,30,2,1,16,1,3,2,3,60,2,8,1,2,60,10,4,4,3,2,3,5,3,2,4,3,4,4,2,3,90,spanish,10,,,,,1,2,3,3,,4,4,2,"1,2",1,1,0,2,0,,2,3,2,2,4,4,3,2,1,10,0
100,R_2pSr7cQvsMZWqB6,1156,2,35,2,White,0,2,0,0,2,,5,4,5,4,4,3,2,5,1,36,24,11,3,5,2,,1,2,1,1,2,2,2,1,1,1,1,2,4,2,,,,9.5,10.5,11,11.5,12,13,,,,,,,,,,5,5,5,5,5,5,5,5,4,3,3,5,2,4,4,4,5,1,1,1,4,,1,Music with me,,,,,,,,,,,1,3,5,1,5,5,1,3,3,1,,2,2,4,2,1,4,4,2,2,2,4,3,2,5,1,French ,95,,,,,95,,0,95,0,2,,1,,1,10,1,12,1,14,1,14,1,,1,,,5,40,,1,300,60,1,5,7,0,0,0,0,0,0,1,0,0,14,10,90,0,0,,,,,8,8,4,4,8,8,8,,2,4,4,3,4,5,4,5,2,4,5,1,1,,5,5,2,4,1,1,,4,4,5,4,5,5,2,5,4,5,1,2,1,1,5,4,5,10,0,,8,5,5,5,5,1,4,5,5,2,4,1,5,5,5,,3,5,,5,4,5,5,5,5,60,1,1,5,1,4,1,3,0,0,1,0,14,"4,5",0,0,0,1,1,30,30,0,30,0,2,1,16,1,3,2,1,300,4,9,1,2,60,24,4,5,5,,5,,2,3,5,1,1,2,3,3,95,Ireland ,5,,,,,1,3,4,3,1,1,3,3,"1,2,3",1,1,1,1,0,,2,5,2,2,4,5,5,1,2,10.5,0
100,R_2wN981j59p8t6se,573,1,35,2,White,0,2,0,0,2,,7,5,5,2,4,5,2,2,1,35,6,6,4,5,2,,1,1,1,3,4,3,5,2,1,2,1,2,2,2,,2.5,5,6,6,4,7,10,12,,,,,,,,,5,5,5,5,5,5,5,5,2,1,,,2,,5,4,4,5,3,4,3,4,600,2,,,,,,1,swimming,soccer,music,,,1,1,,,1,,,1,5,5,2,4,2,,5,3,3,5,2,2,4,2,2,1,100,0,,,,,,,0,,,,,1,7,1,7,1,10,1,12,2,,2,,2,,2,,75,100,50,50,1,180,40,3,4,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,14,100,0,0,0,,,,,,,,,,,,,,4,2,2,4,5,4,2,5,3,3,2,2,4,4,3,2,4,2,2,4,2,2,5,1,5,5,5,5,5,4,2,,,,2,5,4,2,30,,6,5,4,3,2,1,3.5,4,3,3,2,2,2,3,2,4,5,,,1,,,4,,4,60,,,,,,1,"3,4",0,0,1,1,12,5,0,0,0,0,1,6,1,0,6,4,2,1,7,1,2,2,2,240,1,10,2,,60,18,4,4,1,1,3,5,5,3,4,4,2,3,3,3,95,Germany,5,,,,,2,3,4,,,,4,2,"1,2,3",1,1,1,1,0,,3,2,1,1,5,5,4,1,1,11,0
100,R_1oBd6XzqvmU3FZa,233,2,32,2,White,0,2,1,0,2,,7,5,4,1,4,2,2,3,2,,,,,,2,,1,1,2,4,2,1,3,1,1,1,1,2,1,2,,4,4,6,7,7,,,,4,4,8,8,8,13,10,14,5,4,3,1,1,,5,5,,,,,,,5,5,5,5,1,5,5,5,600,1,crawling,eating,playing with toys ,standing with support,,,,,,,,4,2,,,,,,,4,4,,3,,,3,,3,,4,3,,,4,1,100,0,,,,,,,0,,,,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,2,240,60,5,3,"1,2,5,6,7",1,1,0,0,1,1,1,0,0,4,100,0,0,0,1,1,1,0.3,,,,,,,,,,,2,,4,5,4,2,4,,,,4,,3,3,,,,,,2,2,3,2,5,5,2,5,2,,3,4,2,,,5,,0,0,4,10,4,4,4,3,1,4,4,4,4,3,1,4,4,,,3,5,4,4,4,4,,,,,2,2,2,3,,1,4,0,0,0,1,,,,,,,,30,0,0,0,30,2,1,,1,2,2,2,30,2,4,1,,30,0,,,,,,,,,,5,3,3,3,3,95,Australia ,5,,,,,2,2,,,,,3,3,3,0,0,1,1,0,,2,5,2,2,4,5,4,5,4,11,1
100,R_1ILXF79jlJ3kQiO,192,2,36,2,White,0,2,1,0,2,,6,7,,2,5,2,2,3,2,,,,,,2,,1,2,1,2,3,3,3,2,1,3,2,2,2,2,,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,4,,,,3,,,,240,2,,,,,,1,Swimming,Dance,Music,,,3,1,,,,,,2,3,2,,,,,,,2,2,,4,3,3,2,2,50,1,French,40,Czech,10,,,50,0,0,50,0,1,4,2,,2,,2,,2,,2,,2,,2,,,,,,3,60,60,3,3,"5,7,9",0,0,0,0,1,0,1,0,1,28,75,25,0,0,2,,,,1,5,7,3,4,6,2,,3,2,2,,4,4,4,,2,,,1,2,,2,4,,4,,1,,2,2,5,1,5,5,1,4,2,,,,,,,5,,,,,,4,4,4,4,1,3,3,3,4,4,,,,1,,,4,,2,,,,,,30,3,3,3,3,,1,4,0,0,0,1,0,,,,,,,0,0,0,0,0,2,3,,1,,,,240,,3,2,,30,0,1,1,5,4,,,4,,,3,4,4,4,,95,Czech Republic,4,Armenia,1,,,2,,,,,,2,4,"1,2",1,1,0,1,0,,2,4,2,2,4,5,4,2,1,12,1
100,R_3qFO2RNR0BgDtXb,1268,1,29,2,White,0,2,2,0,2,,1,3,3,2,5,4,2,3,2,,,,,,2,,1,3,3,4,3,4,5,3,2,4,2,2,2,2,,5,5,6,7,8,8,9,9,5,5,6,7,8,8,9,10,5,5,5,5,5,5,5,4,4,4,3,2,3,,5,5,5,5,5,5,5,5,600,2,,,,,,1,Swimming,Socer,Music,Skating,Horseback riding,1,3,1,,1,1,,2,4,4,2,3,5,5,5,4,2,2,4,4,4,2,2,2,95,1,Russian,,,,,,5,0,1,5,1,1,3,1,9,1,5,1,,1,18,1,18,1,36,2,,200,100,200,200,4,600,30,4,2,"1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,0,3,0,0,0,0,1,1,2,1,1,5,5,1,1,1,1,,3,5,2,2,4,4,2,5,2,5,5,2,2,,5,2,1,2,4,2,,4,3,5,2,5,5,2,5,2,2,2,2,2,,5,5,5,3,3,42,12,5,2,4,2,1,2,4,4,4,4,2,4,4,2,1,1,5,5,5,4,5,2,3,3,0,4,2,4,2,4,1,"1,2,3",1,1,1,0,24,1,1,0,0,0,0,90,20,30,90,60,2,2,12,2,3,3,3,60,2,3,2,,120,5,4,5,1,1,4,3,3,4,5,5,4,2,2,4,95,Slavic,5,,,,,1,2,5,,3,3,2,2,"1,2,3",1,1,1,2,0,,2,1,2,3,1,4,4,2,2,10,0
100,R_1jZg6jgAPyt157x,1401,2,31,2,White Asian ,1,2,0,1,2,,5,6,2,2,2,4,2,4,2,,,,,,2,,1,3,3,3,4,4,4,3,3,5,2,2,1,2,,4,5,9,7,8,15,13,16,,,,,,,,,5,5,5,5,5,5,5,5,3,3,2,1,2,1,4,4,4,4,1,3,1,1,400,1,Walking,Coloring,Playing with toys,Running,,,,,,,,1,3,4,2,5,4,1,3,4,3,2,4,4,3,2,2,3,4,2,2,2,4,3,1,100,0,,,,,,,0,,,,,2,,1,12,1,12,1,12,1,24,1,24,1,30,1,36,1500,100,1000,1000,3,240,30,1,5,"3,7",0,0,1,0,0,0,1,0,0,28,100,0,0,0,1,1,1,0,,,,,,,,,,4,4,3,3,3,2,3,2,3,3,1,2,,2,2,2,3,2,1,,3,2,2,2,2,2,2,2,2,2,2,3,1,,4,4,4,1,0,63,12,4,2,2,2,1,2,5,2,2,1,2,4,4,2,1,2,4,3,3,4,4,2,4,4,30,1,2,4,2,4,2,"2,3",0,1,1,0,,"1,3,4",1,0,1,1,0,10,0,0,0,10,2,1,16,1,2,2,2,30,4,9,1,2,240,12,4,1,3,1,4,4,3,4,3,3,3,2,2,4,95,Japan,5,,,,,2,3,2,3,2,2,4,2,3,0,0,1,1,0,,2,2,2,2,4,5,4,1,1,12,1
100,R_ekCTJqdlXRcFmRH,690,2,37,2,African ,1,2,2,0,2,,5,6,2,4,3,4,2,4,1,7,5,17,6,5,2,,1,2,2,2,2,2,3,2,4,4,1,2,1,2,,6,7,9,9,10,11,11,12,6,7,8,9,9,11,11,12,5,5,,5,5,5,5,5,3,3,2,1,1,1,4,4,4,3,3,3,3,3,30,2,,,,,,2,,,,,,1,2,1,1,1,1,1,2,3,1,1,1,1,2,2,3,2,2,2,2,3,2,2,2,70,1,Yoruba ,30,,,,,30,1,12,60,9,1,,1,18,1,,1,18,1,22,2,,2,,2,,10,2,7,2,1,120,30,3,2,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,20,20,0,0,0,1,1,3,1,1,1,2,2,3,3,3,,2,4,3,2,4,4,4,2,2,2,2,3,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,4,1,3,2,1,4,2,3,5,5,7,5,2,2,2,1,1,4,1,2,1,3,2,2,2,2,2,1,4,3,2,2,3,2,2,20,2,3,4,1,1,1,4,0,0,0,1,18,3,0,0,1,0,0,180,60,60,60,30,1,3,7,1,3,3,2,30,1,5,2,,2,14,3,3,4,3,3,3,3,3,4,5,3,2,2,4,95,Africa ,2,,,,,2,2,4,4,,4,4,3,3,0,0,1,1,0,,2,4,2,2,4,4,3,2,2,,1
100,R_3fBsU0jiZTVCGpE,920,1,35,2,Italian,1,1,0,0,2,,5,5,,1,5,2,2,4,1,45,18,12,6,5,2,,1,1,1,1,2,2,2,1,1,4,2,2,2,2,,2,3,6,7,7,8,9,10,,,,,,,,,5,5,5,5,5,5,5,5,5,1,2,1,2,1,,,,,5,5,5,5,240,1,Kindergym,,,,,,,,,,,1,2,5,2,5,5,1,2,4,2,2,4,3,2,2,4,2,2,2,3,4,3,3,1,100,0,,,,,,,0,,,,,1,8,1,13,1,11,1,11,1,18,1,18,1,24,1,24,1000,100,1000,1000,2,200,60,2,4,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,14,100,0,0,0,,,,,,,,,,,,,,5,3,2,4,4,4,4,2,4,4,2,2,,4,4,2,4,2,2,,3,3,3,3,3,3,3,3,1,2,1,2,4,,4,4,3,6,40,,6,5,4,4,,1,6,5,4,4,4,2,4,4,4,2,2,5,5,4,3,2,2,2,2,5,5,4,2,2,3,1,2,0,1,0,0,18,3,0,0,1,0,0,30,,,20,10,2,1,10,1,2,2,1,240,2,1,1,1,30,11,1,1,3,3,3,3,3,3,3,2,4,4,4,3,95,Ukraine,4,Italy,1,,,1,1,4,3,1,1,3,3,3,0,0,1,2,0,,2,5,2,2,4,4,4,1,2,11,0
100,R_3iOSwYEiX8Bh35m,1617,1,40,2,Europian,1,2,1,0,2,,3,3,2,3,4,3,2,3,2,,,,,,2,,1,2,1,1,1,1,2,1,2,1,1,1,1,2,,2,4,9,10,11,12,11,13,2,4,9,10,11,12,11,13,5,5,5,5,,5,5,5,5,5,3,4,5,5,5,5,5,5,4,4,4,4,150,1,Gymnastics ,Martial arts ,Skating ,,,,,,,,,1,1,5,5,5,4,1,2,2,2,2,2,4,3,4,2,3,2,2,3,2,2,3,2,80,1,Czech,20,,,,,80,5,0,5,0,2,,1,9,1,9,1,10,2,,1,16,1,26,1,36,500,95,400,500,2,150,10,5,5,,,,,,,,,,,10,95,5,0,0,2,,,,5,1,7,6,4,3,2,,3,4,2,2,4,5,2,4,1,5,5,1,2,,4,2,4,2,5,1,,4,2,5,2,2,4,2,2,2,5,1,1,2,,4,5,5,10,5,40,5,5,2,4,2,1,3,5,4,5,1,2,3,4,5,1,2,5,5,5,5,2,2,4,4,15,1,1,5,1,5,1,"2,3",0,1,1,0,,4,0,0,0,1,0,30,10,,20,,2,1,18,1,3,2,2,20,2,2,2,,5,50,4,3,4,4,3,3,4,3,3,4,4,3,3,3,95,Czech,5,,,,,2,2,4,3,3,3,4,2,3,0,0,1,1,3,2,2,5,1,1,5,5,4,1,1,12,1
100,R_cI6VdBXrwXYo9BT,682,2,30,2,,,2,0,0,2,,5,4,4,3,4,2,2,4,1,40,3,19,4,5,2,,1,2,2,2,3,4,3,3,2,4,2,3,4,1,20,2,4,8,9,10,11,12,13,,,,,,,,,5,5,5,5,5,5,5,5,3,3,2,3,3,1,5,5,5,5,4,4,4,4,120,1,Swimming ,Play groups,,,,,,,,,,1,2,1,1,2,1,1,3,4,2,2,2,1,3,2,2,3,2,2,2,2,2,2,1,100,0,,,,,,,0,,,,,1,3,1,18,1,13,1,13,1,22,1,22,2,,2,,50,100,100,100,3,180,30,2,3,"3,6,9",0,0,1,0,0,1,0,0,1,7,100,0,0,0,,,,,,,,,,,,,,4,3,2,4,4,2,4,4,3,4,2,2,,4,3,2,4,2,2,,4,3,5,2,5,2,3,3,2,3,2,2,2,,2,5,2,2,40,,4,5,4,4,3,1,2,5,4,3,2,1,4,4,4,1,2,4,2,3,3,4,5,4,4,15,4,3,4,4,3,1,3,0,0,1,0,16,5,0,0,0,0,1,60,,,30,30,2,1,5,1,2,2,2,120,2,12,1,2,30,18,4,4,2,1,5,3,3,3,5,5,4,3,2,3,95,,,,,,,1,2,5,4,1,1,4,2,3,0,0,1,1,1,3,2,4,5,5,1,5,4,4,4,8,3
